Vehículo;Nombres personalizados;Fecha de Recepción;Valor;Unidades
AMC-859 CAN BUS;Nivel de Combustible;7/12/2020 22:55;21.56;Galones (US)
AMC-859 CAN BUS;Nivel de Combustible;7/12/2020 22:56;27.9;Galones (US)
AMC-859 CAN BUS;Nivel de Combustible;7/12/2020 22:57;22.83;Galones (US)
AMC-859 CAN BUS;Nivel de Combustible;7/12/2020 22:58;29.17;Galones (US)
AMC-859 CAN BUS;Nivel de Combustible;7/12/2020 22:59;22.83;Galones (US)
AMC-859 CAN BUS;Nivel de Combustible;7/12/2020 23:00;29.17;Galones (US)
AMC-859 CAN BUS;Nivel de Combustible;7/12/2020 23:01;21.56;Galones (US)
AMC-859 CAN BUS;Nivel de Combustible;7/12/2020 23:02;27.9;Galones (US)
AMC-859 CAN BUS;Nivel de Combustible;7/12/2020 23:03;21.56;Galones (US)
AMC-859 CAN BUS;Nivel de Combustible;7/12/2020 23:04;21.56;Galones (US)
AMC-859 CAN BUS;Nivel de Combustible;7/12/2020 23:05;22.83;Galones (US)
AMC-859 CAN BUS;Nivel de Combustible;7/12/2020 23:06;29.17;Galones (US)
AMC-859 CAN BUS;Nivel de Combustible;7/12/2020 23:07;20.29;Galones (US)
AMC-859 CAN BUS;Nivel de Combustible;7/12/2020 23:08;13.95;Galones (US)
AMC-859 CAN BUS;Nivel de Combustible;7/12/2020 23:09;22.83;Galones (US)
AMC-859 CAN BUS;Nivel de Combustible;7/12/2020 23:10;20.29;Galones (US)
AMC-859 CAN BUS;Nivel de Combustible;7/12/2020 23:11;27.9;Galones (US)
AMC-859 CAN BUS;Nivel de Combustible;7/12/2020 23:12;24.1;Galones (US)
AMC-859 CAN BUS;Nivel de Combustible;7/12/2020 23:13;21.56;Galones (US)
AMC-859 CAN BUS;Nivel de Combustible;7/12/2020 23:14;20.29;Galones (US)
AMC-859 CAN BUS;Nivel de Combustible;7/12/2020 23:15;22.83;Galones (US)
AMC-859 CAN BUS;Nivel de Combustible;7/12/2020 23:16;21.56;Galones (US)
AMC-859 CAN BUS;Nivel de Combustible;7/12/2020 23:17;21.56;Galones (US)
AMC-859 CAN BUS;Nivel de Combustible;7/12/2020 23:18;27.9;Galones (US)
AMC-859 CAN BUS;Nivel de Combustible;7/12/2020 23:19;29.17;Galones (US)
AMC-859 CAN BUS;Nivel de Combustible;7/12/2020 23:20;21.56;Galones (US)
AMC-859 CAN BUS;Nivel de Combustible;7/12/2020 23:21;15.22;Galones (US)
AMC-859 CAN BUS;Nivel de Combustible;7/12/2020 23:22;21.56;Galones (US)
AMC-859 CAN BUS;Nivel de Combustible;7/12/2020 23:23;21.56;Galones (US)
AMC-859 CAN BUS;Nivel de Combustible;7/12/2020 23:24;21.56;Galones (US)
AMC-859 CAN BUS;Nivel de Combustible;7/12/2020 23:25;21.56;Galones (US)
AMC-859 CAN BUS;Nivel de Combustible;7/12/2020 23:26;15.22;Galones (US)
AMC-859 CAN BUS;Nivel de Combustible;7/12/2020 23:28;22.83;Galones (US)
AMC-859 CAN BUS;Nivel de Combustible;7/12/2020 23:29;22.83;Galones (US)
AMC-859 CAN BUS;Nivel de Combustible;7/12/2020 23:30;21.56;Galones (US)
AMC-859 CAN BUS;Nivel de Combustible;7/12/2020 23:34;21.56;Galones (US)
AMC-859 CAN BUS;Nivel de Combustible;7/12/2020 23:35;22.83;Galones (US)
AMC-859 CAN BUS;Nivel de Combustible;7/12/2020 23:36;21.56;Galones (US)
AMC-859 CAN BUS;Nivel de Combustible;7/12/2020 23:37;21.56;Galones (US)
AMC-859 CAN BUS;Nivel de Combustible;7/12/2020 23:38;22.83;Galones (US)
AMC-859 CAN BUS;Nivel de Combustible;7/12/2020 23:39;27.9;Galones (US)
AMC-859 CAN BUS;Nivel de Combustible;7/12/2020 23:40;21.56;Galones (US)
AMC-859 CAN BUS;Nivel de Combustible;7/12/2020 23:41;21.56;Galones (US)
AMC-859 CAN BUS;Nivel de Combustible;7/12/2020 23:42;21.56;Galones (US)
AMC-859 CAN BUS;Nivel de Combustible;7/12/2020 23:43;22.83;Galones (US)
AMC-859 CAN BUS;Nivel de Combustible;7/12/2020 23:44;21.56;Galones (US)
AMC-859 CAN BUS;Nivel de Combustible;7/12/2020 23:45;21.56;Galones (US)
AMC-859 CAN BUS;Nivel de Combustible;7/12/2020 23:46;21.56;Galones (US)
AMC-859 CAN BUS;Nivel de Combustible;7/12/2020 23:50;21.56;Galones (US)
AMC-859 CAN BUS;Nivel de Combustible;7/12/2020 23:51;20.29;Galones (US)
AMC-859 CAN BUS;Nivel de Combustible;7/12/2020 23:52;20.29;Galones (US)
AMC-859 CAN BUS;Nivel de Combustible;7/12/2020 23:53;15.22;Galones (US)
AMC-859 CAN BUS;Nivel de Combustible;7/12/2020 23:54;20.29;Galones (US)
AMC-859 CAN BUS;Nivel de Combustible;7/12/2020 23:56;20.29;Galones (US)
AMC-859 CAN BUS;Nivel de Combustible;7/12/2020 23:57;21.56;Galones (US)
AMC-859 CAN BUS;Nivel de Combustible;7/12/2020 23:58;29.17;Galones (US)
AMC-859 CAN BUS;Nivel de Combustible;7/12/2020 23:59;21.56;Galones (US)
AMC-859 CAN BUS;Nivel de Combustible;8/12/2020 0:02;13.95;Galones (US)
AMC-859 CAN BUS;Nivel de Combustible;8/12/2020 0:03;21.56;Galones (US)
AMC-859 CAN BUS;Nivel de Combustible;8/12/2020 0:04;21.56;Galones (US)
AMC-859 CAN BUS;Nivel de Combustible;8/12/2020 0:05;29.17;Galones (US)
AMC-859 CAN BUS;Nivel de Combustible;8/12/2020 0:06;15.22;Galones (US)
AMC-859 CAN BUS;Nivel de Combustible;8/12/2020 0:07;21.56;Galones (US)
AMC-859 CAN BUS;Nivel de Combustible;8/12/2020 0:08;27.9;Galones (US)
AMC-859 CAN BUS;Nivel de Combustible;8/12/2020 0:09;21.56;Galones (US)
AMC-859 CAN BUS;Nivel de Combustible;8/12/2020 0:10;20.29;Galones (US)
AMC-859 CAN BUS;Nivel de Combustible;8/12/2020 0:11;20.29;Galones (US)
AMC-859 CAN BUS;Nivel de Combustible;8/12/2020 0:12;21.56;Galones (US)
AMC-859 CAN BUS;Nivel de Combustible;8/12/2020 0:13;16.49;Galones (US)
AMC-859 CAN BUS;Nivel de Combustible;8/12/2020 0:16;21.56;Galones (US)
AMC-859 CAN BUS;Nivel de Combustible;8/12/2020 0:17;27.9;Galones (US)
AMC-859 CAN BUS;Nivel de Combustible;8/12/2020 0:18;22.83;Galones (US)
AMC-859 CAN BUS;Nivel de Combustible;8/12/2020 0:19;21.56;Galones (US)
AMC-859 CAN BUS;Nivel de Combustible;8/12/2020 0:20;21.56;Galones (US)
AMC-859 CAN BUS;Nivel de Combustible;8/12/2020 0:21;22.83;Galones (US)
AMC-859 CAN BUS;Nivel de Combustible;8/12/2020 0:22;21.56;Galones (US)
AMC-859 CAN BUS;Nivel de Combustible;8/12/2020 0:23;21.56;Galones (US)
AMC-859 CAN BUS;Nivel de Combustible;8/12/2020 0:24;7.61;Galones (US)
AMC-859 CAN BUS;Nivel de Combustible;8/12/2020 0:25;22.83;Galones (US)
AMC-859 CAN BUS;Nivel de Combustible;8/12/2020 0:26;21.56;Galones (US)
AMC-859 CAN BUS;Nivel de Combustible;8/12/2020 0:27;21.56;Galones (US)
AMC-859 CAN BUS;Nivel de Combustible;8/12/2020 0:28;21.56;Galones (US)
AMC-859 CAN BUS;Nivel de Combustible;8/12/2020 0:29;21.56;Galones (US)
AMC-859 CAN BUS;Nivel de Combustible;8/12/2020 0:30;21.56;Galones (US)
AMC-859 CAN BUS;Nivel de Combustible;8/12/2020 0:31;12.68;Galones (US)
AMC-859 CAN BUS;Nivel de Combustible;8/12/2020 0:32;12.68;Galones (US)
AMC-859 CAN BUS;Nivel de Combustible;8/12/2020 0:33;12.68;Galones (US)
AMC-859 CAN BUS;Nivel de Combustible;8/12/2020 0:34;12.68;Galones (US)
AMC-859 CAN BUS;Nivel de Combustible;8/12/2020 0:35;12.68;Galones (US)
AMC-859 CAN BUS;Nivel de Combustible;8/12/2020 0:36;12.68;Galones (US)
AMC-859 CAN BUS;Nivel de Combustible;8/12/2020 0:37;12.68;Galones (US)
AMC-859 CAN BUS;Nivel de Combustible;8/12/2020 0:38;12.68;Galones (US)
AMC-859 CAN BUS;Nivel de Combustible;8/12/2020 0:39;12.68;Galones (US)
AMC-859 CAN BUS;Nivel de Combustible;8/12/2020 0:40;12.68;Galones (US)
AMC-859 CAN BUS;Nivel de Combustible;8/12/2020 0:41;12.68;Galones (US)
AMC-859 CAN BUS;Nivel de Combustible;8/12/2020 0:42;12.68;Galones (US)
AMC-859 CAN BUS;Nivel de Combustible;8/12/2020 0:43;12.68;Galones (US)
AMC-859 CAN BUS;Nivel de Combustible;8/12/2020 0:44;12.68;Galones (US)
AMC-859 CAN BUS;Nivel de Combustible;8/12/2020 0:45;12.68;Galones (US)
AMC-859 CAN BUS;Nivel de Combustible;8/12/2020 0:46;12.68;Galones (US)
AMC-859 CAN BUS;Nivel de Combustible;8/12/2020 0:47;12.68;Galones (US)
AMC-859 CAN BUS;Nivel de Combustible;8/12/2020 0:48;12.68;Galones (US)
AMC-859 CAN BUS;Nivel de Combustible;8/12/2020 0:49;12.68;Galones (US)
AMC-859 CAN BUS;Nivel de Combustible;8/12/2020 0:50;12.68;Galones (US)
AMC-859 CAN BUS;Nivel de Combustible;8/12/2020 0:51;12.68;Galones (US)
AMC-859 CAN BUS;Nivel de Combustible;8/12/2020 0:52;12.68;Galones (US)
AMC-859 CAN BUS;Nivel de Combustible;8/12/2020 0:53;12.68;Galones (US)
AMC-859 CAN BUS;Nivel de Combustible;8/12/2020 0:54;12.68;Galones (US)
AMC-859 CAN BUS;Nivel de Combustible;8/12/2020 0:55;12.68;Galones (US)
AMC-859 CAN BUS;Nivel de Combustible;8/12/2020 0:56;12.68;Galones (US)
AMC-859 CAN BUS;Nivel de Combustible;8/12/2020 0:57;12.68;Galones (US)
AMC-859 CAN BUS;Nivel de Combustible;8/12/2020 0:58;12.68;Galones (US)
AMC-859 CAN BUS;Nivel de Combustible;8/12/2020 0:59;12.68;Galones (US)
AMC-859 CAN BUS;Nivel de Combustible;8/12/2020 1:00;12.68;Galones (US)
AMC-859 CAN BUS;Nivel de Combustible;8/12/2020 1:01;12.68;Galones (US)
AMC-859 CAN BUS;Nivel de Combustible;8/12/2020 1:02;12.68;Galones (US)
AMC-859 CAN BUS;Nivel de Combustible;8/12/2020 1:03;12.68;Galones (US)
AMC-859 CAN BUS;Nivel de Combustible;8/12/2020 1:32;12.68;Galones (US)
AMC-859 CAN BUS;Nivel de Combustible;8/12/2020 1:45;12.68;Galones (US)
AMC-859 CAN BUS;Nivel de Combustible;8/12/2020 6:21;21.56;Galones (US)
AMC-859 CAN BUS;Nivel de Combustible;8/12/2020 6:22;21.56;Galones (US)
AMC-859 CAN BUS;Nivel de Combustible;8/12/2020 6:23;21.56;Galones (US)
AMC-859 CAN BUS;Nivel de Combustible;8/12/2020 6:24;21.56;Galones (US)
AMC-859 CAN BUS;Nivel de Combustible;8/12/2020 6:25;27.9;Galones (US)
AMC-859 CAN BUS;Nivel de Combustible;8/12/2020 6:26;21.56;Galones (US)
AMC-859 CAN BUS;Nivel de Combustible;8/12/2020 6:27;22.83;Galones (US)
AMC-859 CAN BUS;Nivel de Combustible;8/12/2020 6:28;7.61;Galones (US)
AMC-859 CAN BUS;Nivel de Combustible;8/12/2020 6:29;21.56;Galones (US)
AMC-859 CAN BUS;Nivel de Combustible;8/12/2020 6:30;29.17;Galones (US)
AMC-859 CAN BUS;Nivel de Combustible;8/12/2020 6:31;21.56;Galones (US)
AMC-859 CAN BUS;Nivel de Combustible;8/12/2020 6:32;21.56;Galones (US)
AMC-859 CAN BUS;Nivel de Combustible;8/12/2020 6:33;29.17;Galones (US)
AMC-859 CAN BUS;Nivel de Combustible;8/12/2020 6:34;22.83;Galones (US)
AMC-859 CAN BUS;Nivel de Combustible;8/12/2020 6:35;21.56;Galones (US)
AMC-859 CAN BUS;Nivel de Combustible;8/12/2020 6:36;105.68;Galones (US)
AMC-859 CAN BUS;Nivel de Combustible;8/12/2020 6:37;105.68;Galones (US)
AMC-859 CAN BUS;Nivel de Combustible;8/12/2020 6:38;105.68;Galones (US)
AMC-859 CAN BUS;Nivel de Combustible;8/12/2020 6:39;105.68;Galones (US)
AMC-859 CAN BUS;Nivel de Combustible;8/12/2020 6:40;105.68;Galones (US)
AMC-859 CAN BUS;Nivel de Combustible;8/12/2020 6:41;105.68;Galones (US)
AMC-859 CAN BUS;Nivel de Combustible;8/12/2020 6:42;105.68;Galones (US)
AMC-859 CAN BUS;Nivel de Combustible;8/12/2020 6:43;105.68;Galones (US)
AMC-859 CAN BUS;Nivel de Combustible;8/12/2020 6:44;105.68;Galones (US)
AMC-859 CAN BUS;Nivel de Combustible;8/12/2020 6:45;105.68;Galones (US)
AMC-859 CAN BUS;Nivel de Combustible;8/12/2020 6:46;105.68;Galones (US)
AMC-859 CAN BUS;Nivel de Combustible;8/12/2020 6:47;105.68;Galones (US)
AMC-859 CAN BUS;Nivel de Combustible;8/12/2020 6:48;105.68;Galones (US)
AMC-859 CAN BUS;Nivel de Combustible;8/12/2020 6:52;105.68;Galones (US)
AMC-859 CAN BUS;Nivel de Combustible;8/12/2020 6:53;105.68;Galones (US)
AMC-859 CAN BUS;Nivel de Combustible;8/12/2020 6:54;105.68;Galones (US)
AMC-859 CAN BUS;Nivel de Combustible;8/12/2020 6:55;105.68;Galones (US)
AMC-859 CAN BUS;Nivel de Combustible;8/12/2020 6:56;105.68;Galones (US)
AMC-859 CAN BUS;Nivel de Combustible;8/12/2020 6:57;105.68;Galones (US)
AMC-859 CAN BUS;Nivel de Combustible;8/12/2020 6:58;105.68;Galones (US)
AMC-859 CAN BUS;Nivel de Combustible;8/12/2020 6:59;105.68;Galones (US)
AMC-859 CAN BUS;Nivel de Combustible;8/12/2020 7:00;105.68;Galones (US)
AMC-859 CAN BUS;Nivel de Combustible;8/12/2020 7:01;105.68;Galones (US)
AMC-859 CAN BUS;Nivel de Combustible;8/12/2020 7:02;98.49;Galones (US)
AMC-859 CAN BUS;Nivel de Combustible;8/12/2020 7:03;105.68;Galones (US)
AMC-859 CAN BUS;Nivel de Combustible;8/12/2020 7:04;105.68;Galones (US)
AMC-859 CAN BUS;Nivel de Combustible;8/12/2020 7:05;105.68;Galones (US)
AMC-859 CAN BUS;Nivel de Combustible;8/12/2020 7:06;105.68;Galones (US)
AMC-859 CAN BUS;Nivel de Combustible;8/12/2020 7:07;105.68;Galones (US)
AMC-859 CAN BUS;Nivel de Combustible;8/12/2020 7:08;105.68;Galones (US)
AMC-859 CAN BUS;Nivel de Combustible;8/12/2020 7:09;105.68;Galones (US)
AMC-859 CAN BUS;Nivel de Combustible;8/12/2020 7:10;105.68;Galones (US)
AMC-859 CAN BUS;Nivel de Combustible;8/12/2020 7:11;105.68;Galones (US)
AMC-859 CAN BUS;Nivel de Combustible;8/12/2020 7:12;105.68;Galones (US)
AMC-859 CAN BUS;Nivel de Combustible;8/12/2020 7:13;105.68;Galones (US)
AMC-859 CAN BUS;Nivel de Combustible;8/12/2020 7:14;105.68;Galones (US)
AMC-859 CAN BUS;Nivel de Combustible;8/12/2020 7:15;105.68;Galones (US)
AMC-859 CAN BUS;Nivel de Combustible;8/12/2020 7:16;105.68;Galones (US)
AMC-859 CAN BUS;Nivel de Combustible;8/12/2020 7:17;105.68;Galones (US)
AMC-859 CAN BUS;Nivel de Combustible;8/12/2020 7:18;105.68;Galones (US)
AMC-859 CAN BUS;Nivel de Combustible;8/12/2020 7:19;105.68;Galones (US)
AMC-859 CAN BUS;Nivel de Combustible;8/12/2020 7:20;105.68;Galones (US)
AMC-859 CAN BUS;Nivel de Combustible;8/12/2020 7:21;105.68;Galones (US)
AMC-859 CAN BUS;Nivel de Combustible;8/12/2020 7:22;105.68;Galones (US)
AMC-859 CAN BUS;Nivel de Combustible;8/12/2020 7:23;105.68;Galones (US)
AMC-859 CAN BUS;Nivel de Combustible;8/12/2020 7:24;105.68;Galones (US)
AMC-859 CAN BUS;Nivel de Combustible;8/12/2020 7:25;105.68;Galones (US)
AMC-859 CAN BUS;Nivel de Combustible;8/12/2020 7:26;105.68;Galones (US)
AMC-859 CAN BUS;Nivel de Combustible;8/12/2020 7:27;105.68;Galones (US)
AMC-859 CAN BUS;Nivel de Combustible;8/12/2020 7:28;105.68;Galones (US)
AMC-859 CAN BUS;Nivel de Combustible;8/12/2020 7:34;105.68;Galones (US)
AMC-859 CAN BUS;Nivel de Combustible;8/12/2020 7:35;105.68;Galones (US)
AMC-859 CAN BUS;Nivel de Combustible;8/12/2020 7:36;105.68;Galones (US)
AMC-859 CAN BUS;Nivel de Combustible;8/12/2020 7:37;105.68;Galones (US)
AMC-859 CAN BUS;Nivel de Combustible;8/12/2020 7:39;105.68;Galones (US)
AMC-859 CAN BUS;Nivel de Combustible;8/12/2020 7:40;105.68;Galones (US)
AMC-859 CAN BUS;Nivel de Combustible;8/12/2020 7:41;105.68;Galones (US)
AMC-859 CAN BUS;Nivel de Combustible;8/12/2020 7:43;105.68;Galones (US)
AMC-859 CAN BUS;Nivel de Combustible;8/12/2020 7:45;105.68;Galones (US)
AMC-859 CAN BUS;Nivel de Combustible;8/12/2020 7:46;105.68;Galones (US)
AMC-859 CAN BUS;Nivel de Combustible;8/12/2020 7:47;105.68;Galones (US)
AMC-859 CAN BUS;Nivel de Combustible;8/12/2020 7:48;105.68;Galones (US)
AMC-859 CAN BUS;Nivel de Combustible;8/12/2020 7:49;105.68;Galones (US)
AMC-859 CAN BUS;Nivel de Combustible;8/12/2020 7:50;105.68;Galones (US)
AMC-859 CAN BUS;Nivel de Combustible;8/12/2020 7:51;105.68;Galones (US)
AMC-859 CAN BUS;Nivel de Combustible;8/12/2020 7:52;105.68;Galones (US)
AMC-859 CAN BUS;Nivel de Combustible;8/12/2020 7:53;105.68;Galones (US)
AMC-859 CAN BUS;Nivel de Combustible;8/12/2020 7:54;105.68;Galones (US)
AMC-859 CAN BUS;Nivel de Combustible;8/12/2020 7:55;105.68;Galones (US)
AMC-859 CAN BUS;Nivel de Combustible;8/12/2020 7:56;105.68;Galones (US)
AMC-859 CAN BUS;Nivel de Combustible;8/12/2020 7:57;105.68;Galones (US)
AMC-859 CAN BUS;Nivel de Combustible;8/12/2020 8:01;105.68;Galones (US)
AMC-859 CAN BUS;Nivel de Combustible;8/12/2020 8:02;105.68;Galones (US)
AMC-859 CAN BUS;Nivel de Combustible;8/12/2020 8:03;105.68;Galones (US)
AMC-859 CAN BUS;Nivel de Combustible;8/12/2020 8:04;105.68;Galones (US)
AMC-859 CAN BUS;Nivel de Combustible;8/12/2020 8:05;105.68;Galones (US)
AMC-859 CAN BUS;Nivel de Combustible;8/12/2020 8:06;105.68;Galones (US)
AMC-859 CAN BUS;Nivel de Combustible;8/12/2020 8:07;105.68;Galones (US)
AMC-859 CAN BUS;Nivel de Combustible;8/12/2020 8:08;105.68;Galones (US)
AMC-859 CAN BUS;Nivel de Combustible;8/12/2020 8:09;105.68;Galones (US)
AMC-859 CAN BUS;Nivel de Combustible;8/12/2020 8:10;105.68;Galones (US)
AMC-859 CAN BUS;Nivel de Combustible;8/12/2020 8:11;105.68;Galones (US)
AMC-859 CAN BUS;Nivel de Combustible;8/12/2020 8:12;105.68;Galones (US)
AMC-859 CAN BUS;Nivel de Combustible;8/12/2020 8:14;105.68;Galones (US)
AMC-859 CAN BUS;Nivel de Combustible;8/12/2020 8:15;105.68;Galones (US)
AMC-859 CAN BUS;Nivel de Combustible;8/12/2020 8:16;105.68;Galones (US)
AMC-859 CAN BUS;Nivel de Combustible;8/12/2020 8:17;105.68;Galones (US)
AMC-859 CAN BUS;Nivel de Combustible;8/12/2020 8:18;105.68;Galones (US)
AMC-859 CAN BUS;Nivel de Combustible;8/12/2020 8:19;105.68;Galones (US)
AMC-859 CAN BUS;Nivel de Combustible;8/12/2020 8:20;105.68;Galones (US)
AMC-859 CAN BUS;Nivel de Combustible;8/12/2020 8:21;105.68;Galones (US)
AMC-859 CAN BUS;Nivel de Combustible;8/12/2020 8:22;105.68;Galones (US)
AMC-859 CAN BUS;Nivel de Combustible;8/12/2020 8:23;105.68;Galones (US)
AMC-859 CAN BUS;Nivel de Combustible;8/12/2020 8:24;105.68;Galones (US)
AMC-859 CAN BUS;Nivel de Combustible;8/12/2020 8:25;105.68;Galones (US)
AMC-859 CAN BUS;Nivel de Combustible;8/12/2020 8:26;105.68;Galones (US)
AMC-859 CAN BUS;Nivel de Combustible;8/12/2020 8:27;105.68;Galones (US)
AMC-859 CAN BUS;Nivel de Combustible;8/12/2020 8:28;105.68;Galones (US)
AMC-859 CAN BUS;Nivel de Combustible;8/12/2020 8:29;105.68;Galones (US)
AMC-859 CAN BUS;Nivel de Combustible;8/12/2020 8:30;105.68;Galones (US)
AMC-859 CAN BUS;Nivel de Combustible;8/12/2020 8:31;105.68;Galones (US)
AMC-859 CAN BUS;Nivel de Combustible;8/12/2020 8:32;105.68;Galones (US)
AMC-859 CAN BUS;Nivel de Combustible;8/12/2020 8:33;105.68;Galones (US)
AMC-859 CAN BUS;Nivel de Combustible;8/12/2020 8:34;105.68;Galones (US)
AMC-859 CAN BUS;Nivel de Combustible;8/12/2020 8:35;105.68;Galones (US)
AMC-859 CAN BUS;Nivel de Combustible;8/12/2020 8:36;105.68;Galones (US)
AMC-859 CAN BUS;Nivel de Combustible;8/12/2020 8:37;105.68;Galones (US)
AMC-859 CAN BUS;Nivel de Combustible;8/12/2020 8:38;105.68;Galones (US)
AMC-859 CAN BUS;Nivel de Combustible;8/12/2020 8:39;105.68;Galones (US)
AMC-859 CAN BUS;Nivel de Combustible;8/12/2020 8:40;105.68;Galones (US)
AMC-859 CAN BUS;Nivel de Combustible;8/12/2020 8:41;105.68;Galones (US)
AMC-859 CAN BUS;Nivel de Combustible;8/12/2020 8:42;105.68;Galones (US)
AMC-859 CAN BUS;Nivel de Combustible;8/12/2020 8:43;105.68;Galones (US)
AMC-859 CAN BUS;Nivel de Combustible;8/12/2020 8:44;105.68;Galones (US)
AMC-859 CAN BUS;Nivel de Combustible;8/12/2020 8:45;105.68;Galones (US)
AMC-859 CAN BUS;Nivel de Combustible;8/12/2020 8:46;105.68;Galones (US)
AMC-859 CAN BUS;Nivel de Combustible;8/12/2020 8:47;105.68;Galones (US)
AMC-859 CAN BUS;Nivel de Combustible;8/12/2020 8:48;105.68;Galones (US)
AMC-859 CAN BUS;Nivel de Combustible;8/12/2020 8:49;105.68;Galones (US)
AMC-859 CAN BUS;Nivel de Combustible;8/12/2020 8:51;105.68;Galones (US)
AMC-859 CAN BUS;Nivel de Combustible;8/12/2020 8:53;105.68;Galones (US)
AMC-859 CAN BUS;Nivel de Combustible;8/12/2020 8:54;105.68;Galones (US)
AMC-859 CAN BUS;Nivel de Combustible;8/12/2020 8:55;105.68;Galones (US)
AMC-859 CAN BUS;Nivel de Combustible;8/12/2020 8:56;105.68;Galones (US)
AMC-859 CAN BUS;Nivel de Combustible;8/12/2020 8:57;105.68;Galones (US)
AMC-859 CAN BUS;Nivel de Combustible;8/12/2020 8:59;105.68;Galones (US)
AMC-859 CAN BUS;Nivel de Combustible;8/12/2020 9:00;105.68;Galones (US)
AMC-859 CAN BUS;Nivel de Combustible;8/12/2020 9:01;105.68;Galones (US)
AMC-859 CAN BUS;Nivel de Combustible;8/12/2020 9:02;105.68;Galones (US)
AMC-859 CAN BUS;Nivel de Combustible;8/12/2020 9:03;105.68;Galones (US)
AMC-859 CAN BUS;Nivel de Combustible;8/12/2020 9:04;105.68;Galones (US)
AMC-859 CAN BUS;Nivel de Combustible;8/12/2020 9:05;105.68;Galones (US)
AMC-859 CAN BUS;Nivel de Combustible;8/12/2020 9:06;105.68;Galones (US)
AMC-859 CAN BUS;Nivel de Combustible;8/12/2020 9:07;105.68;Galones (US)
AMC-859 CAN BUS;Nivel de Combustible;8/12/2020 9:08;105.68;Galones (US)
AMC-859 CAN BUS;Nivel de Combustible;8/12/2020 9:09;105.68;Galones (US)
AMC-859 CAN BUS;Nivel de Combustible;8/12/2020 9:11;105.68;Galones (US)
AMC-859 CAN BUS;Nivel de Combustible;8/12/2020 9:12;105.68;Galones (US)
AMC-859 CAN BUS;Nivel de Combustible;8/12/2020 9:13;105.68;Galones (US)
AMC-859 CAN BUS;Nivel de Combustible;8/12/2020 9:15;105.68;Galones (US)
AMC-859 CAN BUS;Nivel de Combustible;8/12/2020 9:16;105.68;Galones (US)
AMC-859 CAN BUS;Nivel de Combustible;8/12/2020 9:17;105.68;Galones (US)
AMC-859 CAN BUS;Nivel de Combustible;8/12/2020 9:18;105.68;Galones (US)
AMC-859 CAN BUS;Nivel de Combustible;8/12/2020 9:19;105.68;Galones (US)
AMC-859 CAN BUS;Nivel de Combustible;8/12/2020 9:20;105.68;Galones (US)
AMC-859 CAN BUS;Nivel de Combustible;8/12/2020 9:21;105.68;Galones (US)
AMC-859 CAN BUS;Nivel de Combustible;8/12/2020 9:22;105.68;Galones (US)
AMC-859 CAN BUS;Nivel de Combustible;8/12/2020 9:23;105.68;Galones (US)
AMC-859 CAN BUS;Nivel de Combustible;8/12/2020 9:24;105.68;Galones (US)
AMC-859 CAN BUS;Nivel de Combustible;8/12/2020 9:36;105.68;Galones (US)
AMC-859 CAN BUS;Nivel de Combustible;8/12/2020 9:38;105.68;Galones (US)
AMC-859 CAN BUS;Nivel de Combustible;8/12/2020 9:39;105.68;Galones (US)
AMC-859 CAN BUS;Nivel de Combustible;8/12/2020 9:41;105.68;Galones (US)
AMC-859 CAN BUS;Nivel de Combustible;8/12/2020 9:43;105.68;Galones (US)
AMC-859 CAN BUS;Nivel de Combustible;8/12/2020 9:44;105.68;Galones (US)
AMC-859 CAN BUS;Nivel de Combustible;8/12/2020 9:45;105.68;Galones (US)
AMC-859 CAN BUS;Nivel de Combustible;8/12/2020 9:46;105.68;Galones (US)
AMC-859 CAN BUS;Nivel de Combustible;8/12/2020 9:47;105.68;Galones (US)
AMC-859 CAN BUS;Nivel de Combustible;8/12/2020 9:48;105.68;Galones (US)
AMC-859 CAN BUS;Nivel de Combustible;8/12/2020 9:49;105.68;Galones (US)
AMC-859 CAN BUS;Nivel de Combustible;8/12/2020 9:50;105.68;Galones (US)
AMC-859 CAN BUS;Nivel de Combustible;8/12/2020 9:51;105.68;Galones (US)
AMC-859 CAN BUS;Nivel de Combustible;8/12/2020 9:52;105.68;Galones (US)
AMC-859 CAN BUS;Nivel de Combustible;8/12/2020 9:53;105.68;Galones (US)
AMC-859 CAN BUS;Nivel de Combustible;8/12/2020 9:54;105.68;Galones (US)
AMC-859 CAN BUS;Nivel de Combustible;8/12/2020 9:55;105.68;Galones (US)
AMC-859 CAN BUS;Nivel de Combustible;8/12/2020 9:56;105.68;Galones (US)
AMC-859 CAN BUS;Nivel de Combustible;8/12/2020 9:57;105.68;Galones (US)
AMC-859 CAN BUS;Nivel de Combustible;8/12/2020 9:58;105.68;Galones (US)
AMC-859 CAN BUS;Nivel de Combustible;8/12/2020 9:59;105.68;Galones (US)
AMC-859 CAN BUS;Nivel de Combustible;8/12/2020 11:07;105.68;Galones (US)
AMC-859 CAN BUS;Nivel de Combustible;8/12/2020 11:08;105.68;Galones (US)
AMC-859 CAN BUS;Nivel de Combustible;8/12/2020 11:09;105.68;Galones (US)
AMC-859 CAN BUS;Nivel de Combustible;8/12/2020 11:10;105.68;Galones (US)
AMC-859 CAN BUS;Nivel de Combustible;8/12/2020 11:12;105.68;Galones (US)
AMC-859 CAN BUS;Nivel de Combustible;8/12/2020 11:13;105.68;Galones (US)
